Protein.ID	HRD
jg192687.t1	mrna decapping enzyme
jg192685.t1	otu b isoform x1
jg192679.t1	casparian strip membrane
jg192675.t1	capsanthin capsorubin synthase
jg192674.t1	capsanthin capsorubin synthase
jg192673.t1	histone h2a
jg192670.t1	histone h2a
jg192668.t1	nac
jg138470.t1	germin
jg161539.t1	glutathione transferase
jg208304.t1	40s ribosomal s25
jg208306.t1	n carbamoylputrescine amidase
jg208309.t1	rho gtpase activating
jg208324.t1	calcium binding cml48
jg208325.t1	glucan endo beta glucosidase
jg127812.t1	myb transcription factor
jg127813.t1	bic2
jg65362.t1	60s ribosomal l10a
jg65351.t1	calcium transporting atpase plasma membrane
jg65350.t1	calcium transporting atpase plasma membrane
jg65347.t2	transcription factor tga9 isoform
jg65342.t1	abscisic acid insensitive
jg65337.t1	calcium transporting atpase plasma membrane
jg65317.t1	cen
jg218202.t1	zinc finger wip3
jg218203.t1	zinc finger a20 an1 stress
jg218216.t1	suppressor k + transport growth defect a
jg218217.t1	pentatricopeptide repeat at2g27610
jg150605.t1	hira
jg32213.t1	fatty acyl coa reductase
jg81707.t1	fatty acyl coa reductase
jg81699.t2	flagellar radial spoke isoform x1
jg81694.t1	60s acidic ribosomal p2
jg81691.t1	poly a specific ribonuclease
jg81690.t1	peptidyl prolyl cis trans isomerase
jg81684.t1	serine threonine kinase d6pkl2
jg57972.t1	stress response a b barrel
jg57944.t1	ribosome biogenesis rlp24
jg57942.t1	nucleobase ascorbate transporter
jg57939.t1	arogenate dehydratase
jg115558.t1	transcriptional activator demeter isoform
jg115542.t1	tic
jg115501.t1	histone deacetylase hdt1
jg115498.t1	splicing factor u2af small subunit b
jg115490.t1	dna repair rad5
jg115470.t1	ddt ptm isoform
jg115468.t2	ap complex subunit alpha
jg115445.t1	reticulata chloroplastic
jg115444.t1	btb poz nph3
jg215168.t1	upstream flc isoform
jg215165.t1	transcription factor fer iron deficiency induced
jg29247.t1	c2h2 zinc finger
jg29254.t1	sensitive to proton rhizotoxicity
jg191875.t1	phd type
jg191858.t1	cytochrome p450 81e8
jg191857.t1	cytochrome p450 81e8
jg191855.t1	cytochrome p450 81e8
jg135593.t1	ring type
jg135597.t1	phosphatidylinositol n acetylglucosaminyltransferase subunit p
jg135604.t1	aspartic proteinase
jg135606.t1	serine threonine kinase
jg135607.t1	magnesium transporter
jg135616.t1	gdsl esterase lipase
jg106447.t1	myb transcription factor
jg106442.t1	cysteine dioxygenase
jg106441.t1	multiprotein bridging factor
jg106439.t1	serine threonine kinase pbs1
jg106434.t1	peroxidase
jg106426.t1	peroxidase
jg106417.t1	ribosomal s4
jg133408.t1	peroxidase
jg133399.t1	peroxidase
jg133385.t1	non specific serine threonine kinase
jg133378.t1	60s ribosomal l22
jg133369.t1	senescence specific cysteine protease sag39
jg133336.t1	wrky transcription factor
jg133327.t1	ras rab11d
jg98125.t1	disease resistance tir nbs lrr class
jg98124.t1	disease resistance tir nbs lrr class
jg98123.t1	disease resistance tir nbs lrr class
jg98121.t1	tir nbs lrr type disease resistance
jg98109.t1	disease resistance tir nbs lrr class
jg98105.t1	disease resistance tir nbs lrr class
jg98104.t1	disease resistance tir nbs lrr class
jg98099.t1	udp glycosyltransferase 79b6
jg98095.t1	udp glycosyltransferase 79b6
jg38264.t1	homeobox leucine zipper
jg38269.t1	electron transfer flavoprotein alpha isoform
jg38275.t1	endoplasmic reticulum golgi intermediate compartment
jg38276.t1	early nodulin
jg38283.t1	rab gtpase tbc
jg38284.t1	cobra
jg38288.t1	ddrgk
jg38289.t1	translation initiation factor sui1
jg25334.t2	pentatricopeptide repeat at4g04790 mitochondrial isoform
jg183112.t1	autophagy 18f isoform
jg123596.t1	hexosyltransferase
jg123598.t1	bhlh transcription factor
jg123609.t1	thioredoxin cxxs1
jg123614.t1	photosynthetic ndh subunit lumenal location chloroplastic
jg123615.t1	kinesin kin 14n
jg123620.t1	kda class vi heat shock
jg159372.t1	formin
jg159371.t1	histone h2a
jg159342.t1	histone h2a
jg159324.t1	50s ribosomal l24
jg159320.t1	abc transporter b
jg159319.t1	unc93
jg159316.t1	calcium calmodulin regulated receptor kinase
jg2282.t1	gras
jg2276.t1	solute carrier
jg207171.t1	kinesin
jg207170.t1	kinesin
jg207161.t1	nad p h dehydrogenase quinone
jg121941.t1	calcium binding ef hand
jg100454.t1	calcium binding ef hand
jg100453.t1	g type lectin s receptor serine threonine kinase
jg135045.t1	calcium binding ef hand
jg61239.t1	trna guanine n1 methyltransferase
jg61234.t1	transmembrane
jg61232.t2	ubiquitin carboxyl terminal hydrolase
jg61228.t1	b cyclin
jg61227.t1	b cyclin
jg61185.t1	vesicle
jg61180.t1	replication factor c subunit
jg61172.t1	cyclic nucleotide gated ion channel
jg61169.t1	double strand break repair
jg61165.t1	chlorophyll a b binding chloroplastic
jg61164.t1	nucleolar
jg61159.t1	myosin isoform
jg107542.t1	adp ribosylation factor gtpase activating agd5
jg107541.t1	adp ribosylation factor gtpase activating agd5
jg107540.t1	dynein light chain
jg107527.t1	receptor kinase theseus
jg132877.t1	type lectin receptor serine threonine kinase
jg132892.t1	ubiquinone menaquinone biosynthesis c methyltransferase ubie
jg132896.t1	trafficking particle complex ii specific subunit
jg132897.t1	sym1 isoform
jg132916.t1	nac transcription factor
jg2244.t1	abc transporter g
jg193070.t1	resistance tir
jg193083.t1	cop1
jg193089.t1	eukaryotic translation initiation factor subunit e
jg6713.t1	wd repeat
jg6693.t1	nadph protochlorophyllide oxidoreductase
jg6692.t1	lanc gcr2
jg6688.t1	duf3700
jg53803.t1	ubiquitin carboxyl terminal hydrolase
jg53804.t1	ubiquitin carboxyl terminal hydrolase
jg53809.t1	nad p bd_dom
jg53817.t1	cbs cbsx5
jg44047.t1	ultraviolet b receptor uvr8 isoform
jg44012.t1	tfiiic_sub6
jg44010.t1	leucine rich repeat isoform
jg166998.t1	beta glucosidase
jg167014.t1	mlo
jg10279.t1	choline transporter
jg10263.t1	defensin
jg95540.t1	defensin
jg95541.t1	defensin
jg95543.t1	defensin
jg95546.t1	defensin
jg95550.t1	thioredoxin chloroplastic
jg95563.t1	non canonical poly a rna polymerase papd5
jg95566.t1	ring h2 finger
jg95576.t1	ubiquitin conjugating enzyme e2 isoform
jg95577.t1	ubiquitin conjugating enzyme e2
jg95614.t1	ubiquitin conjugating enzyme e2 isoform
jg95617.t2	ubiquitin conjugating enzyme e2 isoform
jg95619.t1	kinase
jg95623.t1	40s ribosomal s20
jg95627.t1	nucleotide sugar transporter isoform
jg95633.t1	loc106754990 isoform x1
jg95660.t1	cyclin dependent kinase
jg213115.t1	spa1 isoform x1
jg213113.t1	beta glucuronosyltransferase glcat14a
jg9156.t1	proton pump interactor
jg9140.t1	grim reaper
jg122472.t1	vq
jg122473.t1	methylthioribulose phosphate dehydratase
jg122490.t1	early nodulin
jg122495.t1	detoxification
jg122496.t1	detoxification
jg122497.t1	detoxification
jg157320.t2	brassinosteroid lrr receptor kinase
jg202381.t1	serine threonine phosphatase
jg32686.t2	rice salt sensitive
jg133619.t1	serine threonine kinase pak
jg133622.t1	d amino acid transaminase chloroplastic
jg133626.t1	methylesterase
jg133637.t1	cup shaped cotyledon
jg133651.t1	cup shaped cotyledon
jg118967.t1	yippee
jg118962.t1	pra1
jg118959.t1	e3 sumo ligase mms21
jg192600.t1	translationally controlled tumor
jg167074.t1	reticulon mitochondrial
jg167075.t1	rna exonuclease
jg167077.t1	e3 ubiquitin ligase zfp1
jg167082.t1	serine threonine phosphatase
jg167085.t1	e3 ubiquitin ligase zfp1
jg64660.t1	bzip transcription factor
jg64654.t1	sodium calcium exchanger ncl
jg13071.t1	chromatin remodeling ebs isoform
jg13079.t1	methionine aminopeptidase
jg13085.t1	sodium calcium exchanger ncl
jg186258.t1	mitochondrial import inner membrane translocase subunit tim17
jg186256.t1	leucine rich repeat receptor serine threonine kinase
jg186255.t1	iq isoform
jg186254.t1	tcp transcription factor tcp4
jg10648.t1	clavata3 esr cle
jg184599.t1	trna dimethylallyltransferase
jg184611.t1	multiple organellar rna editing factor chloroplastic mitochondrial
jg177035.t1	increased dna methylation isoform
jg177029.t1	nucleolar gtp binding
jg177022.t1	dj b
jg177020.t1	abc transporter g
jg177018.t1	g type lectin s receptor serine threonine kinase
jg177006.t1	adenylosuccinate lyase
jg112050.t1	40s ribosomal s13
jg112054.t1	tpr repeat thioredoxin ttl1
jg112061.t1	ubiquitin conjugating enzyme e2
jg112074.t1	pollen ole e allergen
jg112077.t1	pollen ole e allergen
jg68928.t1	atpase aaa type core
jg68922.t1	atpase aaa type core
jg68921.t1	atpase aaa type core
jg68918.t1	atpase aaa type core
jg68910.t1	d isoform x1
jg68904.t1	mannosyltransferase
jg68903.t1	phosphoenolpyruvate carboxylase
jg68880.t1	epidermis specific secreted glycoprotein ep1
jg68852.t1	light dependent short hypocotyls
jg68846.t1	gram gem
jg68845.t1	uroporphyrinogen decarboxylase
jg68835.t1	e3 ubiquitin ligase zfp1
jg68823.t1	late embryogenesis abundant d
jg68817.t1	late embryogenesis abundant d
jg68816.t1	tubby
jg64482.t2	dog1
jg64478.t1	transcriptional regulator superman
jg64473.t1	ubiquitin conjugating enzyme e2
jg64463.t1	pathogen
jg167335.t1	ras raba1b
jg187696.t1	duf641
jg2331.t1	eukaryotic translation initiation factor subunit
jg2324.t1	ubiquitin
jg2321.t1	folate gamma glutamyl hydrolase
jg3391.t1	wrky transcription factor
jg41957.t1	wrky transcription factor
jg41907.t1	transcription factor bhlh153 isoform
jg41834.t1	g type lectin s receptor serine threonine kinase
jg141754.t1	bes1 bzr1
jg141755.t1	bes1 bzr1
jg141763.t1	pentatricopeptide repeat at5g27110
jg141764.t1	pentatricopeptide repeat at5g27110
jg141766.t1	pentatricopeptide repeat at5g27110
jg141810.t1	non specific serine threonine kinase
jg141813.t1	non specific serine threonine kinase
jg85718.t1	non specific serine threonine kinase
jg85686.t1	non specific serine threonine kinase
jg85684.t1	non specific serine threonine kinase
jg85682.t3	non specific serine threonine kinase
jg85674.t1	non specific serine threonine kinase
jg85661.t5	non specific serine threonine kinase
jg85647.t1	non specific serine threonine kinase
jg85646.t1	non specific serine threonine kinase
jg85635.t1	trichome birefringence
jg85633.t1	trichome birefringence
jg85599.t1	geraniol hydroxylase
jg132263.t1	vte6 chloroplastic isoform
jg58363.t1	b box zinc finger
jg58364.t1	methyltetrahydropteroyltriglutamate homocysteine methyltransferase
jg58384.t1	nad nadh kinase
jg95404.t1	alpha trehalose phosphate synthase udp forming
jg4954.t1	dtdp d glucose dehydratase
jg68948.t1	bidirectional sugar transporter sweet
jg68949.t1	bidirectional sugar transporter sweet
jg68951.t1	sodium metabolite cotransporter bass1 chloroplastic
jg68953.t1	alpha amylase subtilisin inhibitor
jg68957.t1	neoxanthin deficient isoform
jg27702.t1	oxoglutarate dependent dioxygenase
jg110735.t1	atp synthase subunit alpha
jg110752.t1	fe2og dioxygenase
jg110754.t1	mitogen kinase
jg110769.t1	ribokinase
jg14.t1	caffeic acid o methyltransferase
jg81771.t1	ran binding b
jg81779.t1	f box fbd lrr repeat
jg81800.t1	lrr receptor serine threonine kinase
jg81801.t1	chalcone flavonone isomerase
jg81802.t1	glucan endo beta glucosidase
jg81812.t1	solanesyl diphosphate synthase chloroplastic
jg81820.t1	cytochrome p450
jg81821.t1	nadp dependent d sorbitol phosphate dehydrogenase
jg81826.t1	cytochrome p450
jg81843.t1	cytochrome p450 72a68
jg81860.t1	myb transcription factor
jg81884.t1	ketoacyl coa synthase
jg81889.t1	s isoprenylcysteine o methyltransferase
jg81891.t1	dna polymerase epsilon subunit
jg81894.t1	pentatricopeptide repeat mitochondrial
jg81905.t1	glutamate decarboxylase
jg81924.t1	pentatricopeptide repeat chloroplastic
jg81928.t1	cyclic nucleotide gated ion channel chloroplastic
jg81929.t1	sucrose synthase
jg81931.t1	argonaute
jg203856.t1	nac
jg203853.t1	rna binding chloroplastic
jg203852.t1	hth myb type
jg203828.t1	homeobox leucine zipper hdg11
jg203814.t1	40s ribosomal s3
jg118323.t1	beta amylase
jg118337.t1	cyclic nucleotide gated ion channel
jg190185.t1	senescence
jg110034.t1	nucleotid_trans
jg110015.t1	kinase isoform
jg110014.t1	short chain dehydrogenase reductase
jg110013.t1	eukaryotic peptide chain release factor subunit
jg109977.t1	adp ribosylation factor gtpase activating agd15
jg152067.t1	sufe chloroplastic mitochondrial
jg152068.t1	inactive restricted tev movement
jg152090.t1	dolichyl diphosphooligosaccharide glycotransferase
jg152091.t1	lysm
jg152096.t1	ring type e3 ubiquitin transferase
jg14265.t1	succinate coa ligase subunit alpha
jg14240.t1	plastid division cdp1 chloroplastic
jg93474.t1	metal nicotianamine transporter ysl7
jg93468.t1	dna binding rhl1
jg93467.t1	metal nicotianamine transporter ysl7
jg93443.t1	gram
jg93442.t1	kunitz trypsin inhibitor
jg93440.t1	kunitz trypsin inhibitor miraculin
jg170392.t1	kunitz trypsin inhibitor miraculin
jg170407.t1	kunitz trypsin inhibitor
jg170408.t1	miraculin
jg170414.t1	kunitz inhibitor miraculin
jg170417.t1	kunitz trypsin inhibitor miraculin
jg154366.t1	udp glycosyltransferase 708d1
jg154359.t1	kunitz trypsin inhibitor miraculin
jg154355.t1	kunitz inhibitor miraculin
jg154349.t1	glycoside beta glucosidase
jg154325.t1	dna polymerase kappa
jg154323.t1	caffeic acid o methyltransferase
jg154308.t1	tmv resistance n isoform
jg154306.t1	disease resistance tir nbs lrr class
jg154305.t1	cytochrome p450
jg154299.t1	beta glucosidase
jg154287.t1	alpha galactosidase
jg154271.t1	aquaporin tip type alpha
jg184625.t1	abietadienol abietadienal oxidase isoform
jg184632.t4	60s ribosomal l22
jg184636.t1	guanosine nucleotide diphosphate dissociation inhibitor
jg184641.t1	guanosine nucleotide diphosphate dissociation inhibitor
jg184652.t1	f box kelch repeat
jg184658.t1	alcohol dehydrogenase
jg184665.t1	n lysine methyltransferase mettl21a
jg184675.t1	membrane pm19l
jg184680.t1	pentatricopeptide ppr repeat
jg184682.t1	pentatricopeptide repeat chloroplastic
jg184691.t1	smp ltd
jg184738.t1	lrr receptor serine threonine kinase
jg145618.t1	abc transporter g
jg145606.t1	gfo_idh_moca
jg130369.t1	kunitz type trypsin inhibitor
jg17941.t1	isoform
jg57283.t1	t complex subunit gamma
jg57285.t1	eukaryotic translation initiation factor
jg57289.t1	chloride channel clc
jg57300.t1	dna cytosine methyltransferase
jg57301.t1	carboxylesterase
jg57323.t1	carboxylesterase
jg57336.t1	carboxylesterase
jg41566.t1	actin
jg179486.t1	carboxylesterase
jg214893.t1	pentatricopeptide repeat at2g40240 mitochondrial
jg44050.t1	ligb ring dioxygenase
jg44052.t1	vesicle transport
jg44055.t2	peroxidase
jg44087.t1	cofactor assembly complex c subunit b ccb2 chloroplastic
jg44094.t1	dna directed rna polymerase subunit
jg44095.t1	histone lysine n methyltransferase ashh3 isoform
jg44106.t1	alpha ketoglutarate dependent dioxygenase alkb
jg44110.t1	peptide chain release factor
jg44128.t1	clathrin assembly at1g33340
jg12145.t1	kunitz type trypsin inhibitor
jg12131.t1	kunitz type trypsin inhibitor
jg93576.t1	chaperone dnaj
jg93578.t1	atp dependent clp protease binding subunit clpx
jg93584.t1	apo chloroplastic isoform
jg93601.t1	chlorophyll a b binding chloroplastic
jg93602.t1	wpp a
jg203570.t1	rich receptor serine threonine kinase
jg125034.t1	hypersensitive induced response
jg125032.t1	hypersensitive induced response
jg125028.t1	pentatricopeptide repeat chloroplastic mitochondrial
jg16577.t1	duf89
jg27252.t1	phosphopyruvate hydratase
jg27207.t1	at hook motif nuclear localized
jg199905.t1	trichome birefringence
jg199891.t2	atp dependent clp protease binding subunit clpt1 chloroplastic
jg199889.t1	cleavage polyadenylation specificity factor subunit
jg199877.t1	pyrophosphate fructose phosphate phosphotransferase subunit beta
jg26537.t1	psk simulator
jg174623.t1	aminocyclopropane carboxylate synthase
jg14752.t1	zinc transporter ddb_g0291141
jg14751.t1	pa signal peptide peptidase
jg14744.t1	alpha ketoglutarate dependent dioxygenase alkb
jg14734.t1	glutathione regulated potassium efflux system kefb
jg14727.t1	cdgsh iron sulfur
jg14718.t1	embryo specific ats3b
jg94154.t1	dead box atp dependent rna helicase
jg94156.t1	salicylate o methyltransferase
jg94170.t1	aquaporin sip2
jg94188.t1	cysteine rich receptor kinase isoform
jg94189.t1	cysteine rich receptor kinase
jg94191.t1	cysteine rich receptor kinase
jg94208.t1	peptidase_m48
jg94221.t1	cysteine rich receptor kinase
jg94232.t1	cysteine rich receptor kinase
jg94234.t1	cysteine rich receptor kinase
jg94271.t1	leucine rich repeat receptor serine threonine kinase
jg94275.t1	transcription factor bhlh
jg58812.t1	transcription factor bhlh153 isoform
jg58826.t1	carboxylesterase
jg58836.t1	carboxylesterase
jg125850.t1	gibberellin oxidase
jg125814.t1	mads box transcription factor isoform
jg125813.t1	fructokinase
jg33841.t1	carboxylesterase
jg33835.t1	ddb1and cul4 factor
jg106785.t1	sorbitol dehydrogenase a
jg128735.t1	zinc finger ccch
jg128737.t1	atp binding cassette b mitochondrial
jg129623.t1	dehydration responsive element binding
jg129605.t1	post gpi attachment to proteins factor
jg129604.t1	dehydration responsive element binding
jg129594.t1	chromatin assembly factor subunit fas2
jg129593.t1	chromatin assembly factor subunit fas2
jg129570.t1	dehydration responsive element binding
jg129558.t1	dehydration responsive element binding
jg129550.t1	dehydration responsive element binding
jg129549.t1	dehydration responsive element binding
jg182835.t1	dehydration responsive element binding
jg182836.t1	dehydration responsive element binding
jg182837.t1	dehydration responsive element binding
jg182838.t1	dehydration responsive element binding
jg182850.t1	transcription initiation factor tfiid subunit
jg182853.t1	dehydration responsive element binding
jg182865.t1	dehydration responsive element binding
jg182868.t1	dehydration responsive element binding
jg41123.t1	two component response regulator arr2
jg41058.t1	bag molecular chaperone regulator
jg35946.t1	skp1
jg35966.t1	f box pp2 a13
jg35973.t1	f box
jg35977.t1	f box
jg35980.t1	f box
jg45840.t1	transcriptional regulator slk2
jg45792.t1	acyl coenzyme a oxidase
jg45791.t1	tmv resistance n isoform
jg45788.t1	methyltransferase
jg45769.t1	rhomboid
jg73336.t1	porr
jg73340.t1	e3 ubiquitin ligase xbat33
jg73341.t1	phosphatidylethanolamine binding
jg147784.t1	heat stress transcription factor b 2a
jg33738.t1	phosphatase inhibitor isoform
jg33752.t1	ring h2 finger
jg2659.t1	membrane steroid binding
jg2656.t1	flap endonuclease gen
jg42991.t1	transcription factor laf1
jg42996.t1	exocyst complex component
jg42997.t1	shortage in chiasmata
jg43016.t1	low temperature induced kda
jg43021.t1	heavy metal isoprenylated plant
